text,n_sid,n_eid,n_start,n_end,n_token,n_label,n_referent,p_sid,p_eid,p_start,p_end,p_token,p_label,p_referent,t_sid,t_eid,t_start,t_end,t_token,t_label,t_referent
"['dorsum', 'of', 'head', 'between', 'the', 'frontal', 'carinae', 'with', 'eight', 'roughly', 'parallel', ',', 'quite', 'widely', 'separated', ',', 'strong', 'longitudinal', 'costae', ';', 'the', 'spaces', 'between', 'them', 'with', 'superficial', 'granular', 'ground-sculpture', '.', 'sides', 'of', 'head', 'between', 'frontal', 'carinae', 'and', 'eye', 'rugose', ',', 'with', 'granular', 'ground', 'sculpture', 'between', 'the', 'rugae', 'and', 'with', 'a', 'few', 'cross', 'meshes', 'above', 'and', 'in', 'front', 'of', 'the', 'eye', '.', 'sides', 'of', 'head', 'below', 'and', 'behind', 'eye', 'strongly', 'sulcate', '.', 'sides', 'of', 'pronotum', 'strongly', 'sulcate', ',', 'the', 'sulci', 'inclined', 'slightly', 'backwards', 'from', 'the', 'vertical', '.', 'remainder', 'of', 'sides', 'of', 'alitrunk', 'longitudinally', 'rugose', 'except', 'in', 'the', 'area', 'below', 'the', 'propodeal', 'margin', 'where', 'the', 'rugae', 'irregular', '.', 'promesonotal', 'dorsum', 'strongly', 'and', 'regularly', 'longitudinally', 'sulcate', '.']",9,19,87,87,sides,B_nBio,89,9,20,89,89,alitrunk,B_Bio,,1
"['dorsum', 'of', 'head', 'between', 'the', 'frontal', 'carinae', 'with', 'eight', 'roughly', 'parallel', ',', 'quite', 'widely', 'separated', ',', 'strong', 'longitudinal', 'costae', ';', 'the', 'spaces', 'between', 'them', 'with', 'superficial', 'granular', 'ground-sculpture', '.', 'sides', 'of', 'head', 'between', 'frontal', 'carinae', 'and', 'eye', 'rugose', ',', 'with', 'granular', 'ground', 'sculpture', 'between', 'the', 'rugae', 'and', 'with', 'a', 'few', 'cross', 'meshes', 'above', 'and', 'in', 'front', 'of', 'the', 'eye', '.', 'sides', 'of', 'head', 'below', 'and', 'behind', 'eye', 'strongly', 'sulcate', '.', 'sides', 'of', 'pronotum', 'strongly', 'sulcate', ',', 'the', 'sulci', 'inclined', 'slightly', 'backwards', 'from', 'the', 'vertical', '.', 'remainder', 'of', 'sides', 'of', 'alitrunk', 'longitudinally', 'rugose', 'except', 'in', 'the', 'area', 'below', 'the', 'propodeal', 'margin', 'where', 'the', 'rugae', 'irregular', '.', 'promesonotal', 'dorsum', 'strongly', 'and', 'regularly', 'longitudinally', 'sulcate', '.']",9,21,95,95,area,B_nBio,89,9,20,89,89,alitrunk,B_Bio,,1
"['pileus', '6/15/2018', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'or', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'with', 'slightly', 'depressed', 'centre', ',', 'white', ',', 'greyish-white', ',', 'ochraceous', 'to', 'more', 'or', 'less', 'dark-brown', ',', 'often', 'broken', 'up', 'into', 'appressed', 'scales', 'on', 'a', 'white', 'background', ',', 'excepted', 'for', 'a', 'white', 'marginal', 'area', '.']",10,1,16,16,margin,B_nBio,0,10,0,0,0,pileus,B_Bio,,1
"['pileus', '6/15/2018', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'or', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'with', 'slightly', 'depressed', 'centre', ',', 'white', ',', 'greyish-white', ',', 'ochraceous', 'to', 'more', 'or', 'less', 'dark-brown', ',', 'often', 'broken', 'up', 'into', 'appressed', 'scales', 'on', 'a', 'white', 'background', ',', 'excepted', 'for', 'a', 'white', 'marginal', 'area', '.']",10,2,23,23,centre,B_nBio,0,10,0,0,0,pileus,B_Bio,,1
"['pileus', '6/15/2018', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'or', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'with', 'slightly', 'depressed', 'centre', ',', 'white', ',', 'greyish-white', ',', 'ochraceous', 'to', 'more', 'or', 'less', 'dark-brown', ',', 'often', 'broken', 'up', 'into', 'appressed', 'scales', 'on', 'a', 'white', 'background', ',', 'excepted', 'for', 'a', 'white', 'marginal', 'area', '.']",10,5,51,52,marginal area,B_nBio,0,10,0,0,0,pileus,B_Bio,,1
"['male', 'has', 'uniformly', 'rusty', 'brown', 'underparts', ',', 'except', 'for', 'white', 'undertail', 'coverts', 'and', 'white', 'throat', '.', 'female', 'differs', 'in', 'having', 'bluish', 'gray', 'band', 'on', 'upper', 'breast', 'with', 'narrow', 'whitish', 'band', 'separating', 'this', 'from', 'rufous', 'belly', '.']",11,3,22,22,band,B_nBio,25,11,4,24,25,upper breast,B_Bio,,1
"['male', 'has', 'uniformly', 'rusty', 'brown', 'underparts', ',', 'except', 'for', 'white', 'undertail', 'coverts', 'and', 'white', 'throat', '.', 'female', 'differs', 'in', 'having', 'bluish', 'gray', 'band', 'on', 'upper', 'breast', 'with', 'narrow', 'whitish', 'band', 'separating', 'this', 'from', 'rufous', 'belly', '.']",11,5,29,29,band,B_nBio,24,11,4,24,25,upper breast,B_Bio,,1
"['tail', 'with', '4', 'straight', 'alternating', 'bands', 'of', 'dark', 'and', 'light-brown', 'or', 'blue', 'gray', 'in', 'adults', ';', 'brown', 'tail', 'bands', 'in', 'immatures', '.']",12,1,5,5,bands,B_nBio,0,12,0,0,0,tail,B_Bio,,1
"['puncta', 'orientated', 'in', 'a', 'closed', 'ring', 'in', 'the', 'central', 'area', 'of', 'the', 'valve', 'face', '.', 'the', 'striation', 'fine', 'with', 'circular', 'hyaline', 'bands', 'crossing', 'the', 'costae', '.']",13,2,8,9,central area,B_nBio,13,13,3,12,12,valve,B_Bio,,-1,13,4,12,13,valve face,B_Bio,,1
"['puncta', 'orientated', 'in', 'a', 'closed', 'ring', 'in', 'the', 'central', 'area', 'of', 'the', 'valve', 'face', '.', 'the', 'striation', 'fine', 'with', 'circular', 'hyaline', 'bands', 'crossing', 'the', 'costae', '.']",13,6,21,21,bands,B_nBio,16,13,5,16,16,striation,B_Bio,,1
"['buccal', 'cavity', 'large', 'and', 'narrow', 'divided', 'in', 'two', 'parts', 'by', 'a', 'sclerotized', 'transverse', 'band', ',', 'three', 'teeth', 'of', 'which', 'one', 'ventrosublateral', 'the', 'largest', '.']",14,2,8,8,parts,B_nBio,1,14,0,0,0,,B_Bio,,-1,14,1,0,1,buccal cavity,B_Bio,,1
"['buccal', 'cavity', 'large', 'and', 'narrow', 'divided', 'in', 'two', 'parts', 'by', 'a', 'sclerotized', 'transverse', 'band', ',', 'three', 'teeth', 'of', 'which', 'one', 'ventrosublateral', 'the', 'largest', '.']",14,3,13,13,band,B_nBio,1,14,4,16,16,teeth,B_Bio,,-1,14,1,0,1,buccal cavity,B_Bio,,1
"['stipe', '2.5-5', 'x', '0.5-2', '0.5', 'cm', ',', 'cylindrical', ',', 'clavate', 'or', 'ventricose', ',', 'often', 'with', 'a', 'pointed', 'base', ',', 'solid', 'at', 'first', ',', 'then', 'narrowly', 'fistulose', ',', 'annulus', 'generally', 'median', ',', 'above', 'the', 'annulus', ',', 'white', ',', 'smooth', ',', 'below', 'clearly', 'fibrillose', ',', 'towards', 'the', 'base', 'often', 'with', 'one', 'or', 'two', 'thin', 'transverse', 'bands', ',', 'more', 'or', 'less', 'complete', 'and', 'concolorous', 'with', 'the', 'pileus', '.']",15,1,17,17,base,B_nBio,0,15,0,0,0,stipe,B_Bio,,1
"['stipe', '2.5-5', 'x', '0.5-2', '0.5', 'cm', ',', 'cylindrical', ',', 'clavate', 'or', 'ventricose', ',', 'often', 'with', 'a', 'pointed', 'base', ',', 'solid', 'at', 'first', ',', 'then', 'narrowly', 'fistulose', ',', 'annulus', 'generally', 'median', ',', 'above', 'the', 'annulus', ',', 'white', ',', 'smooth', ',', 'below', 'clearly', 'fibrillose', ',', 'towards', 'the', 'base', 'often', 'with', 'one', 'or', 'two', 'thin', 'transverse', 'bands', ',', 'more', 'or', 'less', 'complete', 'and', 'concolorous', 'with', 'the', 'pileus', '.']",15,4,45,45,base,B_nBio,0,15,0,0,0,stipe,B_Bio,,1
"['stipe', '2.5-5', 'x', '0.5-2', '0.5', 'cm', ',', 'cylindrical', ',', 'clavate', 'or', 'ventricose', ',', 'often', 'with', 'a', 'pointed', 'base', ',', 'solid', 'at', 'first', ',', 'then', 'narrowly', 'fistulose', ',', 'annulus', 'generally', 'median', ',', 'above', 'the', 'annulus', ',', 'white', ',', 'smooth', ',', 'below', 'clearly', 'fibrillose', ',', 'towards', 'the', 'base', 'often', 'with', 'one', 'or', 'two', 'thin', 'transverse', 'bands', ',', 'more', 'or', 'less', 'complete', 'and', 'concolorous', 'with', 'the', 'pileus', '.']",15,5,53,53,bands,B_nBio,0,15,0,0,0,stipe,B_Bio,,1
"['koh', 'reaction', 'negative', 'on', 'the', 'pileus', 'surface', ',', 'positive', 'in', 'stipe', 'base', ',', 'orange-ochraceous', 'on', 'its', 'surface', 'and', 'yellow', 'to', 'orange-yellow', 'in', 'the', 'context', '.']",17,5,16,16,surface,B_nBio,5,17,1,5,5,pileus,B_Bio,,1
"['elytra', 'convex', 'oblongo', 'navicular', ',', 'covering', 'almost', 'the', 'pygidium', ',', 'a', 'little', 'wider', 'the', 'prothorax', 'and', 'slightly', 'indented', 'at', 'the', 'base', ',', 'with', 'the', 'shoulders', 'calloused', '.']",18,3,20,20,base,B_nBio,0,18,0,0,0,elytra,B_Bio,,1
"['a', 'single', 'fultoportula', 'with', 'two', 'or', 'one', 'satellite', 'pores', 'in', 'the', 'central', 'area', 'of', 'the', 'valve', 'face', '.', 'one', 'slitlike', 'rimoportule', 'located', 'at', 'the', 'base', 'of', 'one', 'of', 'the', 'costae', '.']",19,1,8,8,pores,B_nBio,2,19,0,2,2,fultoportula,B_Bio,,1
"['a', 'single', 'fultoportula', 'with', 'two', 'or', 'one', 'satellite', 'pores', 'in', 'the', 'central', 'area', 'of', 'the', 'valve', 'face', '.', 'one', 'slitlike', 'rimoportule', 'located', 'at', 'the', 'base', 'of', 'one', 'of', 'the', 'costae', '.']",19,2,11,12,central area,B_nBio,16,19,0,2,2,fultoportula,B_Bio,,-1,19,4,15,16,valve face,B_Bio,,1
"['a', 'single', 'fultoportula', 'with', 'two', 'or', 'one', 'satellite', 'pores', 'in', 'the', 'central', 'area', 'of', 'the', 'valve', 'face', '.', 'one', 'slitlike', 'rimoportule', 'located', 'at', 'the', 'base', 'of', 'one', 'of', 'the', 'costae', '.']",19,6,24,24,base,B_nBio,29,19,7,29,29,costae,B_Bio,,1
"['stipe', '4/5/2012', 'x', '0.8-1', '0.2', '-1.7', 'cm', ',', 'fistulose', ',', 'straight', 'or', 'flexuous', ',', 'equal', 'or', 'more', 'or', 'less', 'bulbous', 'at', 'base', ',', '3-Feb', 'cm', ',', 'with', 'an', 'apical', 'annulus', ',', 'above', 'which', 'pinkish', 'at', 'first', ',', 'then', 'greyish', ',', 'and', 'below', 'with', 'white', ',', 'appressed', 'fibrils', 'which', 'may', 'coalesce', 'into', 'more', 'or', 'less', 'visible', 'transversal', 'belts', ';', 'base', 'becoming', 'reddish-brown', 'with', 'age', 'or', 'on', 'drying', 'out', '.']",20,1,21,21,base,B_nBio,0,20,0,0,0,stipe,B_Bio,,1
"['stipe', '4/5/2012', 'x', '0.8-1', '0.2', '-1.7', 'cm', ',', 'fistulose', ',', 'straight', 'or', 'flexuous', ',', 'equal', 'or', 'more', 'or', 'less', 'bulbous', 'at', 'base', ',', '3-Feb', 'cm', ',', 'with', 'an', 'apical', 'annulus', ',', 'above', 'which', 'pinkish', 'at', 'first', ',', 'then', 'greyish', ',', 'and', 'below', 'with', 'white', ',', 'appressed', 'fibrils', 'which', 'may', 'coalesce', 'into', 'more', 'or', 'less', 'visible', 'transversal', 'belts', ';', 'base', 'becoming', 'reddish-brown', 'with', 'age', 'or', 'on', 'drying', 'out', '.']",20,4,56,56,belts,B_nBio,0,20,0,0,0,stipe,B_Bio,,1
"['stipe', '4/5/2012', 'x', '0.8-1', '0.2', '-1.7', 'cm', ',', 'fistulose', ',', 'straight', 'or', 'flexuous', ',', 'equal', 'or', 'more', 'or', 'less', 'bulbous', 'at', 'base', ',', '3-Feb', 'cm', ',', 'with', 'an', 'apical', 'annulus', ',', 'above', 'which', 'pinkish', 'at', 'first', ',', 'then', 'greyish', ',', 'and', 'below', 'with', 'white', ',', 'appressed', 'fibrils', 'which', 'may', 'coalesce', 'into', 'more', 'or', 'less', 'visible', 'transversal', 'belts', ';', 'base', 'becoming', 'reddish-brown', 'with', 'age', 'or', 'on', 'drying', 'out', '.']",20,5,58,58,base,B_nBio,0,20,0,0,0,stipe,B_Bio,,1
"['pileus', '8-Mar', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'or', 'shallowly', 'depressed', 'in', 'the', 'middle', '.', 'initially', 'entirely', 'covered', ',', 'except', 'for', 'a', 'narrow', 'whitish', 'marginal', 'belt', ',', '2-Jan', 'mm', 'broad', ',', 'with', 'radial', 'appressed', 'fibrils', ',', 'variable', 'in', 'color', ',', 'typically', 'bright', 'reddish-brown', 'copper', ',', 'but', 'also', 'various', 'shades', 'of', 'brown', ',', 'fulvous-brown', 'to', 'dark-brown', ',', 'almost', 'blackish', ',', 'with', 'violaceous', 'or', 'purple', 'tinges', ',', 'after', 'pileus', 'expansion', 'it', 'may', 'remain', 'completely', 'fibrillose', ',', 'become', 'fibrillose-squamose', 'towards', 'disc', 'or', 'squamose', 'at', 'disc', 'with', 'triangular', 'concentrically-arranged', 'scales', 'and', 'a', 'lighter', ',', 'almost', 'white', 'margin', '.']",21,1,14,14,margin,B_nBio,0,21,0,0,0,pileus,B_Bio,,1
"['pileus', '8-Mar', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'or', 'shallowly', 'depressed', 'in', 'the', 'middle', '.', 'initially', 'entirely', 'covered', ',', 'except', 'for', 'a', 'narrow', 'whitish', 'marginal', 'belt', ',', '2-Jan', 'mm', 'broad', ',', 'with', 'radial', 'appressed', 'fibrils', ',', 'variable', 'in', 'color', ',', 'typically', 'bright', 'reddish-brown', 'copper', ',', 'but', 'also', 'various', 'shades', 'of', 'brown', ',', 'fulvous-brown', 'to', 'dark-brown', ',', 'almost', 'blackish', ',', 'with', 'violaceous', 'or', 'purple', 'tinges', ',', 'after', 'pileus', 'expansion', 'it', 'may', 'remain', 'completely', 'fibrillose', ',', 'become', 'fibrillose-squamose', 'towards', 'disc', 'or', 'squamose', 'at', 'disc', 'with', 'triangular', 'concentrically-arranged', 'scales', 'and', 'a', 'lighter', ',', 'almost', 'white', 'margin', '.']",21,2,23,23,middle,B_nBio,0,21,0,0,0,pileus,B_Bio,,1
"['pileus', '8-Mar', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'or', 'shallowly', 'depressed', 'in', 'the', 'middle', '.', 'initially', 'entirely', 'covered', ',', 'except', 'for', 'a', 'narrow', 'whitish', 'marginal', 'belt', ',', '2-Jan', 'mm', 'broad', ',', 'with', 'radial', 'appressed', 'fibrils', ',', 'variable', 'in', 'color', ',', 'typically', 'bright', 'reddish-brown', 'copper', ',', 'but', 'also', 'various', 'shades', 'of', 'brown', ',', 'fulvous-brown', 'to', 'dark-brown', ',', 'almost', 'blackish', ',', 'with', 'violaceous', 'or', 'purple', 'tinges', ',', 'after', 'pileus', 'expansion', 'it', 'may', 'remain', 'completely', 'fibrillose', ',', 'become', 'fibrillose-squamose', 'towards', 'disc', 'or', 'squamose', 'at', 'disc', 'with', 'triangular', 'concentrically-arranged', 'scales', 'and', 'a', 'lighter', ',', 'almost', 'white', 'margin', '.']",21,3,34,35,marginal belt,B_nBio,0,21,0,0,0,pileus,B_Bio,,1
"['pileus', '8-Mar', 'cm', 'in', 'diameter', ',', 'at', 'first', 'globose', ',', 'then', 'hemispherical', 'with', 'truncate', 'margin', ',', 'finally', 'planoconvex', 'or', 'shallowly', 'depressed', 'in', 'the', 'middle', '.', 'initially', 'entirely', 'covered', ',', 'except', 'for', 'a', 'narrow', 'whitish', 'marginal', 'belt', ',', '2-Jan', 'mm', 'broad', ',', 'with', 'radial', 'appressed', 'fibrils', ',', 'variable', 'in', 'color', ',', 'typically', 'bright', 'reddish-brown', 'copper', ',', 'but', 'also', 'various', 'shades', 'of', 'brown', ',', 'fulvous-brown', 'to', 'dark-brown', ',', 'almost', 'blackish', ',', 'with', 'violaceous', 'or', 'purple', 'tinges', ',', 'after', 'pileus', 'expansion', 'it', 'may', 'remain', 'completely', 'fibrillose', ',', 'become', 'fibrillose-squamose', 'towards', 'disc', 'or', 'squamose', 'at', 'disc', 'with', 'triangular', 'concentrically-arranged', 'scales', 'and', 'a', 'lighter', ',', 'almost', 'white', 'margin', '.']",21,10,102,102,margin,B_nBio,0,21,0,0,0,pileus,B_Bio,,1
"['s7', 'of', 'male', 'with', 'two', 'pairs', 'of', 'apical', 'lobes', 'narrowly', 'connected', 'to', 'narrow', 'body', 'of', 'sternum', '.']",22,2,13,13,body,B_nBio,15,22,3,15,15,sternum,B_Bio,,1
"['one', 'mandible', 'and', 'one', 'tooth', 'together', 'form', 'a', 'unit', ',', 'which', 'can', 'moved', 'back', 'and', 'forth', 'by', 'specialized', 'pharyngeal', 'muscles', ',', 'whereby', 'the', 'frontal', 'section', 'of', 'the', 'unit', 'moved', 'in', 'line', 'with', 'the', 'body', 'axis', '.']",23,4,23,24,frontal section,B_nBio,27,23,2,8,8,unit,B_Bio,,-1,23,5,27,27,unit,B_Bio,,1
"['female', 'buccal', 'cavity', 'divided', 'into', 'two', 'unequal', 'portions', 'by', 'an', 'anterior', 'band', ',', 'ring', 'or', 'row', 'of', 'denticles', ';', 'other', 'rings', ',', 'which', 'might', 'present', 'faint', 'and', 'concentrated', 'at', 'the', 'posterior', 'end', 'of', 'the', 'buccal', 'cavity', '.']",24,2,7,7,portions,B_nBio,2,24,0,1,1,,B_Bio,,-1,24,1,1,2,buccal cavity,B_Bio,,1
"['female', 'buccal', 'cavity', 'divided', 'into', 'two', 'unequal', 'portions', 'by', 'an', 'anterior', 'band', ',', 'ring', 'or', 'row', 'of', 'denticles', ';', 'other', 'rings', ',', 'which', 'might', 'present', 'faint', 'and', 'concentrated', 'at', 'the', 'posterior', 'end', 'of', 'the', 'buccal', 'cavity', '.']",24,3,10,11,anterior band,B_nBio,2,24,4,13,13,ring,B_Bio,,-1,24,1,1,2,buccal cavity,B_Bio,,1
